Filename,Source,Type,FOV,Name
dataScaleSize_slide24_Roche_intestine_FOV2.csv,Roche_intestine,dataScaleSize,FOV2,Roche_intestine_24
dataScaleSize_slideCA20mins_24_FOV1.csv,UKentucky_Tonsil,dataScaleSize,FOV1,UKentucky_Tonsil_24
dataScaleSize_slideCA20mins_24_FOV2.csv,UKentucky_Tonsil,dataScaleSize,FOV2,UKentucky_Tonsil_24
dataScaleSize_slideDako10mins_3_FOV1.csv,UKentucky_Tonsil,dataScaleSize,FOV1,UKentucky_Tonsil_3
dataScaleSize_slideDako10mins_3_FOV2.csv,UKentucky_Tonsil,dataScaleSize,FOV2,UKentucky_Tonsil_3
dataScaleSize_slideDako20mins_1_FOV1.csv,UKentucky_Tonsil,dataScaleSize,FOV1,UKentucky_Tonsil_1
dataScaleSize_slideDako20mins_1_FOV2.csv,UKentucky_Tonsil,dataScaleSize,FOV2,UKentucky_Tonsil_1
dataScaleSize_slideDako40mins_2_FOV1.csv,UKentucky_Tonsil,dataScaleSize,FOV1,UKentucky_Tonsil_2
dataScaleSize_slideDako40mins_2_FOV2.csv,UKentucky_Tonsil,dataScaleSize,FOV2,UKentucky_Tonsil_2
dataScaleSize_slideDako20mins_1_FOV1.csv,UKentucky_SCC,dataScaleSize,FOV1,UKentucky_SCC_1
dataScaleSize_slideDako20mins_1_FOV2.csv,UKentucky_SCC,dataScaleSize,FOV2,UKentucky_SCC_1
dataScaleSize_slideDako40mins_2_FOV1.csv,UKentucky_SCC,dataScaleSize,FOV1,UKentucky_SCC_2
dataScaleSize_slideDako40mins_2_FOV2.csv,UKentucky_SCC,dataScaleSize,FOV2,UKentucky_SCC_2
dataScaleSize_slideDako10mins_3_FOV1.csv,UKentucky_SCC,dataScaleSize,FOV1,UKentucky_SCC_3
dataScaleSize_slideDako10mins_3_FOV2.csv,UKentucky_SCC,dataScaleSize,FOV2,UKentucky_SCC_3
dataScaleSize_slideCA20mins_24_FOV1.csv,UKentucky_SCC,dataScaleSize,FOV1,UKentucky_SCC_24
dataScaleSize_slideCA20mins_24_FOV2.csv,UKentucky_SCC,dataScaleSize,FOV2,UKentucky_SCC_24
dataScaleSize_slideCA20min_24_FOV1.csv,ASTAR_COMET_CRC,dataScaleSize,FOV1,ASTAR_COMET_CRC_24
dataScaleSize_slideCA20min_24_FOV2.csv,ASTAR_COMET_CRC,dataScaleSize,FOV2,ASTAR_COMET_CRC_24
dataScaleSize_slideTris10min_3_FOV1.csv,ASTAR_COMET_CRC,dataScaleSize,FOV1,ASTAR_COMET_CRC_3
dataScaleSize_slideTris10min_3_FOV2.csv,ASTAR_COMET_CRC,dataScaleSize,FOV2,ASTAR_COMET_CRC_3
dataScaleSize_slideTris20min_1_FOV1.csv,ASTAR_COMET_CRC,dataScaleSize,FOV1,ASTAR_COMET_CRC_1
dataScaleSize_slideTris20min_1_FOV2.csv,ASTAR_COMET_CRC,dataScaleSize,FOV2,ASTAR_COMET_CRC_1
dataScaleSize_slideTris40min_2_FOV1.csv,ASTAR_COMET_CRC,dataScaleSize,FOV1,ASTAR_COMET_CRC_2
dataScaleSize_slideTris40min_2_FOV2.csv,ASTAR_COMET_CRC,dataScaleSize,FOV2,ASTAR_COMET_CRC_2
dataScaleSize_slideCA20min_24_FOV1.csv,ASTAR_COMET_Tonsil,dataScaleSize,FOV1,ASTAR_COMET_Tonsil_24
dataScaleSize_slideCA20min_24_FOV2.csv,ASTAR_COMET_Tonsil,dataScaleSize,FOV2,ASTAR_COMET_Tonsil_24
dataScaleSize_slideTris10min_3_FOV1.csv,ASTAR_COMET_Tonsil,dataScaleSize,FOV1,ASTAR_COMET_Tonsil_3
dataScaleSize_slideTris10min_3_FOV2.csv,ASTAR_COMET_Tonsil,dataScaleSize,FOV2,ASTAR_COMET_Tonsil_3
dataScaleSize_slideTris20min_1_FOV1.csv,ASTAR_COMET_Tonsil,dataScaleSize,FOV1,ASTAR_COMET_Tonsil_1
