"Source","Compare1","Compare2"
"B2_Stanford_MIBI_Liver","Stanford_MIBI_Liver_Tris_40min","Stanford_MIBI_Liver_Citra_20min"
"B2_Stanford_Rarecyte_Lymph_node","Stanford_Rarecyte_LymphNode_Tris_10min","Stanford_Rarecyte_LymphNode_Tris_20min"
"B2_Stanford_Rarecyte_Lymph_node","Stanford_Rarecyte_LymphNode_Tris_10min","Stanford_Rarecyte_LymphNode_Tris_40min"
"B2_Stanford_Rarecyte_Lymph_node","Stanford_Rarecyte_LymphNode_Tris_10min","Stanford_Rarecyte_LymphNode_Citra_20min"
"B2_Stanford_Rarecyte_Lymph_node","Stanford_Rarecyte_LymphNode_Tris_20min","Stanford_Rarecyte_LymphNode_Tris_40min"
"B2_Stanford_Rarecyte_Lymph_node","Stanford_Rarecyte_LymphNode_Tris_20min","Stanford_Rarecyte_LymphNode_Citra_20min"
"B2_Stanford_Rarecyte_Lymph_node","Stanford_Rarecyte_LymphNode_Tris_40min","Stanford_Rarecyte_LymphNode_Citra_20min"
"B2_Stanford_Rarecyte_Endometrium","Stanford_Rarecyte_Endometrium_Tris_10min","Stanford_Rarecyte_Endometrium_Tris_20min"
"B2_Stanford_Rarecyte_Endometrium","Stanford_Rarecyte_Endometrium_Tris_10min","Stanford_Rarecyte_Endometrium_Tris_40min"
"B2_Stanford_Rarecyte_Endometrium","Stanford_Rarecyte_Endometrium_Tris_10min","Stanford_Rarecyte_Endometrium_Citra_20min"
"B2_Stanford_Rarecyte_Endometrium","Stanford_Rarecyte_Endometrium_Tris_20min","Stanford_Rarecyte_Endometrium_Tris_40min"
"B2_Stanford_Rarecyte_Endometrium","Stanford_Rarecyte_Endometrium_Tris_20min","Stanford_Rarecyte_Endometrium_Citra_20min"
"B2_Stanford_Rarecyte_Endometrium","Stanford_Rarecyte_Endometrium_Tris_40min","Stanford_Rarecyte_Endometrium_Citra_20min"
"B3_Novartis_LuCa","Novartis_LuCa_Tris_20min","Novartis_LuCa_Tris_40min"
"B3_Novartis_LuCa","Novartis_LuCa_Tris_20min","Novartis_LuCa_Citra_20min"
"B3_Novartis_LuCa","Novartis_LuCa_Tris_20min","Novartis_LuCa_Tris_10min"
"B3_Novartis_LuCa","Novartis_LuCa_Tris_40min","Novartis_LuCa_Citra_20min"
"B3_Novartis_LuCa","Novartis_LuCa_Tris_40min","Novartis_LuCa_Tris_10min"
"B3_Novartis_LuCa","Novartis_LuCa_Citra_20min","Novartis_LuCa_Tris_10min"
"B3_Novartis_tonsil","Novartis_tonsil_Tris_10min","Novartis_tonsil_Tris_20min"
"B3_Novartis_tonsil","Novartis_tonsil_Tris_10min","Novartis_tonsil_Tris_40min"
"B3_Novartis_tonsil","Novartis_tonsil_Tris_10min","Novartis_tonsil_Citra_20min"
"B3_Novartis_tonsil","Novartis_tonsil_Tris_20min","Novartis_tonsil_Tris_40min"
"B3_Novartis_tonsil","Novartis_tonsil_Tris_20min","Novartis_tonsil_Citra_20min"
"B3_Novartis_tonsil","Novartis_tonsil_Tris_40min","Novartis_tonsil_Citra_20min"
"B3_Stanford_OSCC","Stanford_OSCC_Tris_10min","Stanford_OSCC_Tris_20min"
"B3_Stanford_OSCC","Stanford_OSCC_Tris_10min","Stanford_OSCC_Tris_40min"
"B3_Stanford_OSCC","Stanford_OSCC_Tris_10min","Stanford_OSCC_Citra_20min"
"B3_Stanford_OSCC","Stanford_OSCC_Tris_20min","Stanford_OSCC_Tris_40min"
"B3_Stanford_OSCC","Stanford_OSCC_Tris_20min","Stanford_OSCC_Citra_20min"
"B3_Stanford_OSCC","Stanford_OSCC_Tris_40min","Stanford_OSCC_Citra_20min"
"B2_Stanford_IMC_Tonsil","Stanford_IMC_Tonsil_Tris_10min","Stanford_IMC_Tonsil_Tris_20min"
"B2_Stanford_IMC_Tonsil","Stanford_IMC_Tonsil_Tris_10min","Stanford_IMC_Tonsil_Tris_40min"
"B2_Stanford_IMC_Tonsil","Stanford_IMC_Tonsil_Tris_10min","Stanford_IMC_Tonsil_Citra_20min"
"B2_Stanford_IMC_Tonsil","Stanford_IMC_Tonsil_Tris_20min","Stanford_IMC_Tonsil_Tris_40min"
"B2_Stanford_IMC_Tonsil","Stanford_IMC_Tonsil_Tris_20min","Stanford_IMC_Tonsil_Citra_20min"
"B2_Stanford_IMC_Tonsil","Stanford_IMC_Tonsil_Tris_40min","Stanford_IMC_Tonsil_Citra_20min"
