"Source","Compare1","Compare2"
"Stanford_MIBI_LymphNode_Tile1","Stanford_MIBI_LymphNode_4_Tile1","Stanford_MIBI_LymphNode_5_Tile1"
"Stanford_MIBI_LymphNode_Tile2","Stanford_MIBI_LymphNode_2_Tile2","Stanford_MIBI_LymphNode_3_Tile2"
"Stanford_MIBI_LymphNode_Tile2","Stanford_MIBI_LymphNode_2_Tile2","Stanford_MIBI_LymphNode_4_Tile2"
"Stanford_MIBI_LymphNode_Tile2","Stanford_MIBI_LymphNode_2_Tile2","Stanford_MIBI_LymphNode_5_Tile2"
"Stanford_MIBI_LymphNode_Tile2","Stanford_MIBI_LymphNode_3_Tile2","Stanford_MIBI_LymphNode_4_Tile2"
"Stanford_MIBI_LymphNode_Tile2","Stanford_MIBI_LymphNode_3_Tile2","Stanford_MIBI_LymphNode_5_Tile2"
"Stanford_MIBI_LymphNode_Tile2","Stanford_MIBI_LymphNode_4_Tile2","Stanford_MIBI_LymphNode_5_Tile2"
"Stanford_MIBI_LymphNode_Tile3","Stanford_MIBI_LymphNode_2_Tile3","Stanford_MIBI_LymphNode_3_Tile3"
"Stanford_MIBI_LymphNode_Tile3","Stanford_MIBI_LymphNode_2_Tile3","Stanford_MIBI_LymphNode_4_Tile3"
"Stanford_MIBI_LymphNode_Tile3","Stanford_MIBI_LymphNode_2_Tile3","Stanford_MIBI_LymphNode_5_Tile3"
"Stanford_MIBI_LymphNode_Tile3","Stanford_MIBI_LymphNode_3_Tile3","Stanford_MIBI_LymphNode_4_Tile3"
"Stanford_MIBI_LymphNode_Tile3","Stanford_MIBI_LymphNode_3_Tile3","Stanford_MIBI_LymphNode_5_Tile3"
"Stanford_MIBI_LymphNode_Tile3","Stanford_MIBI_LymphNode_4_Tile3","Stanford_MIBI_LymphNode_5_Tile3"
"Stanford_MIBI_LymphNode_Tile4","Stanford_MIBI_LymphNode_2_Tile4","Stanford_MIBI_LymphNode_3_Tile4"
"Stanford_MIBI_LymphNode_Tile4","Stanford_MIBI_LymphNode_2_Tile4","Stanford_MIBI_LymphNode_4_Tile4"
"Stanford_MIBI_LymphNode_Tile4","Stanford_MIBI_LymphNode_2_Tile4","Stanford_MIBI_LymphNode_5_Tile4"
"Stanford_MIBI_LymphNode_Tile4","Stanford_MIBI_LymphNode_3_Tile4","Stanford_MIBI_LymphNode_4_Tile4"
"Stanford_MIBI_LymphNode_Tile4","Stanford_MIBI_LymphNode_3_Tile4","Stanford_MIBI_LymphNode_5_Tile4"
"Stanford_MIBI_LymphNode_Tile4","Stanford_MIBI_LymphNode_4_Tile4","Stanford_MIBI_LymphNode_5_Tile4"
"Stanford_RareCyte_LN","Stanford_RareCyte_LN_Tris20min","Stanford_RareCyte_LN_Tris40min"
"Stanford_RareCyte_LN","Stanford_RareCyte_LN_Tris20min","Stanford_RareCyte_LN_Tris10min"
"Stanford_RareCyte_LN","Stanford_RareCyte_LN_Tris20min","Stanford_RareCyte_LN_CA20min"
"Stanford_RareCyte_LN","Stanford_RareCyte_LN_Tris40min","Stanford_RareCyte_LN_Tris10min"
"Stanford_RareCyte_LN","Stanford_RareCyte_LN_Tris40min","Stanford_RareCyte_LN_CA20min"
"Stanford_RareCyte_LN","Stanford_RareCyte_LN_Tris10min","Stanford_RareCyte_LN_CA20min"
"Stanford_RareCyte_TMA","Stanford_RareCyte_TMA_Tris20min","Stanford_RareCyte_TMA_Tris40min"
"Stanford_RareCyte_TMA","Stanford_RareCyte_TMA_Tris20min","Stanford_RareCyte_TMA_Tris10min"
"Stanford_RareCyte_TMA","Stanford_RareCyte_TMA_Tris20min","Stanford_RareCyte_TMA_CA20min"
"Stanford_RareCyte_TMA","Stanford_RareCyte_TMA_Tris40min","Stanford_RareCyte_TMA_Tris10min"
"Stanford_RareCyte_TMA","Stanford_RareCyte_TMA_Tris40min","Stanford_RareCyte_TMA_CA20min"
"Stanford_RareCyte_TMA","Stanford_RareCyte_TMA_Tris10min","Stanford_RareCyte_TMA_CA20min"
"RareCyte_LN1_FOV1_FOV2_0.325","Adjusted_RareCyte_LN_Tris20min","Adjusted_RareCyte_LN_Tris40min"
"RareCyte_LN1_FOV1_FOV2_0.325","Adjusted_RareCyte_LN_Tris20min","Adjusted_RareCyte_LN_Tris10min"
"RareCyte_LN1_FOV1_FOV2_0.325","Adjusted_RareCyte_LN_Tris20min","Adjusted_RareCyte_LN_CA20min"
"RareCyte_LN1_FOV1_FOV2_0.325","Adjusted_RareCyte_LN_Tris40min","Adjusted_RareCyte_LN_Tris10min"
"RareCyte_LN1_FOV1_FOV2_0.325","Adjusted_RareCyte_LN_Tris40min","Adjusted_RareCyte_LN_CA20min"
"RareCyte_LN1_FOV1_FOV2_0.325","Adjusted_RareCyte_LN_Tris10min","Adjusted_RareCyte_LN_CA20min"
"RareCyte_TMA_FOV1_FOV2_0.325","Adjusted_RareCyte_TMA_Tris20min","Adjusted_RareCyte_TMA_Tris40min"
"RareCyte_TMA_FOV1_FOV2_0.325","Adjusted_RareCyte_TMA_Tris20min","Adjusted_RareCyte_TMA_Tris10min"
"RareCyte_TMA_FOV1_FOV2_0.325","Adjusted_RareCyte_TMA_Tris20min","Adjusted_RareCyte_TMA_CA20min"
"RareCyte_TMA_FOV1_FOV2_0.325","Adjusted_RareCyte_TMA_Tris40min","Adjusted_RareCyte_TMA_Tris10min"
"RareCyte_TMA_FOV1_FOV2_0.325","Adjusted_RareCyte_TMA_Tris40min","Adjusted_RareCyte_TMA_CA20min"
"RareCyte_TMA_FOV1_FOV2_0.325","Adjusted_RareCyte_TMA_Tris10min","Adjusted_RareCyte_TMA_CA20min"
"Stanford_MIBI_LymphNode","Stanford_MIBI_LymphNode_2","Stanford_MIBI_LymphNode_3"
"Stanford_MIBI_LymphNode","Stanford_MIBI_LymphNode_2","Stanford_MIBI_LymphNode_4"
"Stanford_MIBI_LymphNode","Stanford_MIBI_LymphNode_2","Stanford_MIBI_LymphNode_5"
"Stanford_MIBI_LymphNode","Stanford_MIBI_LymphNode_3","Stanford_MIBI_LymphNode_4"
"Stanford_MIBI_LymphNode","Stanford_MIBI_LymphNode_3","Stanford_MIBI_LymphNode_5"
"Stanford_MIBI_LymphNode","Stanford_MIBI_LymphNode_4","Stanford_MIBI_LymphNode_5"
"BIDMC_Tonsil_compare","BIDMC_Tonsil_30_original","BIDMC_Tonsil_30_reimage"
"Novartis_Tonsil","Novartis_Tonsil_slide1","Novartis_Tonsil_slide2"
"Novartis_Tonsil","Novartis_Tonsil_slide1","Novartis_Tonsil_slide3"
"Novartis_Tonsil","Novartis_Tonsil_slide1","Novartis_Tonsil_slide4"
"Novartis_Tonsil","Novartis_Tonsil_slide2","Novartis_Tonsil_slide3"
"Novartis_Tonsil","Novartis_Tonsil_slide2","Novartis_Tonsil_slide4"
"Novartis_Tonsil","Novartis_Tonsil_slide3","Novartis_Tonsil_slide4"
"Novartis_Lung_Cancer","Novartis_Lung_Cancer_slide1","Novartis_Lung_Cancer_slide2"
"Novartis_Lung_Cancer","Novartis_Lung_Cancer_slide1","Novartis_Lung_Cancer_slide3"
"Novartis_Lung_Cancer","Novartis_Lung_Cancer_slide1","Novartis_Lung_Cancer_slide4"
"Novartis_Lung_Cancer","Novartis_Lung_Cancer_slide2","Novartis_Lung_Cancer_slide3"
"Novartis_Lung_Cancer","Novartis_Lung_Cancer_slide2","Novartis_Lung_Cancer_slide4"
"Novartis_Lung_Cancer","Novartis_Lung_Cancer_slide3","Novartis_Lung_Cancer_slide4"
"StorageConditionsExpt","StorageConditionsExpt_10","StorageConditionsExpt_7"
"StorageConditionsExpt","StorageConditionsExpt_10","StorageConditionsExpt_8"
"StorageConditionsExpt","StorageConditionsExpt_10","StorageConditionsExpt_9"
"StorageConditionsExpt","StorageConditionsExpt_7","StorageConditionsExpt_8"
"StorageConditionsExpt","StorageConditionsExpt_7","StorageConditionsExpt_9"
"StorageConditionsExpt","StorageConditionsExpt_8","StorageConditionsExpt_9"
